text,section,header,div,p,s,id,match_test,has_F,match_es,has_es
"We observed a main effect of face type: Responses were slower following disfigured faces (M = 644 ms, SD = 180) than typical faces (M = 634 ms, SD = 163), F(1, 400) = 14.96, η p 2 = .036, 90% CI = [.009, .078], p < .001 (Fig.",results,Results,9,2,1,0956797620955209,"F(1, 400) = 14.96",TRUE,η p 2 = .036,TRUE
"The main effect of illness recency did not meet our preregistered threshold (p < .025)-recently ill: M = 661 ms, SD = 197; not recently ill: M = 626 ms, SD = 153, F(1, 400) = 4.23, η p 2 = .010, 90% CI = [.000, .039], p = .040-nor did the interaction between illness recency and face type (disfigured vs. typical), F(1, 400) = 1.87, η p 2 = .005, 90% CI = [.000, .027], p = .173.",results,Results,9,2,3,0956797620955209,"F(1, 400) = 4.23; F(1, 400) = 1.87",TRUE,η p 2 = .010; η p 2 = .005,TRUE
"We also did not detect an interaction between the continuous measure of illness recency and attentional biases toward disfigured relative to typical faces, F(1, 400) = 0.16, η p 2 < .001, 90% CI = [0.000, 0.013], p = .691, and further, we did not detect a main effect of the continuous measure on response latencies, F(1, 400) = 1.06, η p 2 = .003, 90% CI = [.000, .022], p = .303.",results,Results,9,2,5,0956797620955209,"F(1, 400) = 0.16; F(1, 400) = 1.06",TRUE,η p 2 < .001; η p 2 = .003,TRUE
"The mean relative changes in pupil size over this time window revealed a significant main effect for word familiarity, F(1, 29) = 47.81, p < .001, η p 2 = .62, observed power (OP) = 1.00.",results,Results,7,2,2,0956797620958638,"F(1, 29) = 47.81",TRUE,η p 2 = .62,TRUE
"There was also a main effect for length, F(1, 29) = 24.82, p < .001, η p 2 = .46, OP = 1.00, indicating larger dilation for fiveletter strings (M = 10.06%, SD = 6.74) than for three-letter strings (M = 7.39%, SD = 6.46).",results,Results,7,2,4,0956797620958638,"F(1, 29) = 24.82",TRUE,η p 2 = .46,TRUE
"As predicted, we also found a significant interaction between familiarity and length, F(1, 29) = 13.38, p = .001, η p 2 = .32, OP = .94.",results,Results,7,2,6,0956797620958638,"F(1, 29) = 13.38",TRUE,η p 2 = .32,TRUE
"A two-way repeated measures ANOVA of peak pupil dilation also revealed significant main effects for both word familiarity, F(1, 29) = 58.80, p < .001, η p 2 = .67, OP = 1.00 (pseudowords: M = 20.61%, SD = 11.28; real words: M = 13.87%, SD = 7.78), and length, F(1, 29) = 24.22, p < .001, η p 2 = .46, OP = 1.00 (five-letter strings: M = 19.02%, SD = 10.08; three-letter strings: M = 15.46%, SD = 9.09).",results,Results,7,3,2,0956797620958638,"F(1, 29) = 58.80; F(1, 29) = 24.22",TRUE,η p 2 = .67; η p 2 = .46,TRUE
"On this measure, too, the predicted interaction between familiarity and length was significant, F(1, 29) = 12.26, p = .002, η p 2 = .30, OP = .92, confirming higher peaks for five-letter pseudowords (M = 23.28%, SD = 12.41) compared with three-letter pseudowords (M = 17.94%, SD = 10.81), t(29) = -5.10, p < .001, as well as higher peaks for five-letter real words (M = 14.76%, SD = 7.99) compared with three-letter real words (M = 12.98%, SD = 8.05), t(29) = -2.61, p = .01.",results,Results,7,3,3,0956797620958638,"F(1, 29) = 12.26",TRUE,η p 2 = .30,TRUE
"The third pupillary measure, latency to peak dilation, also revealed a significant main effect for word familiarity, F(1, 29) = 29.51, p < .001, η p 2 = .50, OP = 1.00 (pseudowords: M = 2,399 ms, SD = 362; real words: M = 2,004 ms, SD = 409), but not for length, F( 1 Behavioral data.",results,Results,7,4,2,0956797620958638,"F(1, 29) = 29.51",TRUE,η p 2 = .50,TRUE
"For pronunciation onset latencies, the main effect for word familiarity was significant, F(1, 29) = 108.70, p < .001, η p 2 = .79, OP = 1.00, with faster responses for real words than for pseudowords (Table 1).",results,Results,7,5,2,0956797620958638,"F(1, 29) = 108.70",TRUE,η p 2 = .79,TRUE
"A main effect for length was also observed, F(1, 29) = 27.83, p < .001, η p 2 = .49, OP = 1.00, indicating faster responses for three-letter strings compared with five-letter strings.",results,Results,7,5,3,0956797620958638,"F(1, 29) = 27.83",TRUE,η p 2 = .49,TRUE
"The interaction between familiarity and length was also significant, F(1, 29) = 28.83, p < .001, η p 2 = .50, OP = 1.00.",results,Results,7,5,4,0956797620958638,"F(1, 29) = 28.83",TRUE,η p 2 = .50,TRUE
"For pronunciation accuracy, a main effect for familiarity was observed, F(1, 29) = 40.27, p < .001, η p 2 = .58, OP = 1.00, with superior accuracy for real words compared with pseudowords.",results,Results,7,6,2,0956797620958638,"F(1, 29) = 40.27",TRUE,η p 2 = .58,TRUE
"A main effect for length was also evident, F(1, 29) = 12.04, p = .002, η p 2 = .29, OP = .92, with greater accuracy for three-letter strings compared with five-letter strings.",results,Results,7,6,3,0956797620958638,"F(1, 29) = 12.04",TRUE,η p 2 = .29,TRUE
"We also found a significant interaction between familiarity and length, F(1, 29) = 19.24, p < .001, η p 2 = .40, OP = .99.",results,Results,7,6,4,0956797620958638,"F(1, 29) = 19.24",TRUE,η p 2 = .40,TRUE
"For relative changes in pupil size, we obtained a main effect of word familiarity, F(1, 19) = 4.80, p = .04, η p 2 = .20, OP = .55 (pseudowords: M = 5.28%, SD = 4.34; real words: M = 4.13%, SD = 3.00), but not for length, F(1, 19) = 2.67, p = .12, η p 2 = .12, OP = .34 (five-letter strings: M = 4.97%, SD = 3.89; three-letter strings: M = 4.44%, SD = 3.35).",results,Results,10,2,2,0956797620958638,"F(1, 19) = 4.80; F(1, 19) = 2.67",TRUE,η p 2 = .20; η p 2 = .12,TRUE
"We also confirmed the predicted familiarity-by-length interaction, F(1, 19) = 10.57, p = .004, η p 2 = .36, OP = .87, indicating a length effect for pseudowords (five-letter strings: M = 5.93%, SD = 5.06; three-letter strings: M = 4.62%, SD = 3.90), t(19) = -2.48, p = .02, but not for real words (five-letter strings: M = 4.01%, SD = 3.08; three-letter strings: M = 4.26%, SD = 2.98), t(19) = 1.13, p = .27.",results,Results,10,2,3,0956797620958638,"F(1, 19) = 10.57",TRUE,η p 2 = .36,TRUE
"For peak dilation, the main effect of familiarity was again significant, F(1, 19) = 9.89, p = .005, η p 2 = .34, OP = .85 (pseudowords: M = 15.60%, SD = 6.98; real words: M = 13.33%, SD = 4.87), as was length, F(1, 19) = 9.27, p = .007, η p 2 = .33, OP = .82 (five-letter strings: M = 15.20%, SD = 6.44; three-letter strings: M = 13.74%, SD = 5.32).",results,Results,10,3,2,0956797620958638,"F(1, 19) = 9.89; F(1, 19) = 9.27",TRUE,η p 2 = .34; η p 2 = .33,TRUE
"The interaction between familiarity and length was also significant, F(1, 19) = 13.55, p = .002, η p 2 = .42, OP = .94, because of higher peaks for five-letter pseudowords (M = 17.05%, SD = 8.17) compared with three-letter pseudowords (M = 14.16%, SD = 6.11), t(19) = -3.58, p = .002, but length was not significant in the case of real words (five letters: M = 13.35%, SD = 5.14; three letters: M = 13.31%, SD = 4.73), t(19) = -0.10, p = .92.",results,Results,10,3,3,0956797620958638,"F(1, 19) = 13.55",TRUE,η p 2 = .42,TRUE
"For latency to peak dilation, all effects were, once again, significant: a main effect for word familiarity, F(1, 19) = 36.28, p < .001, η p 2 = .66, OP = 1.00 (pseudowords: M = 1,813 ms, SD = 488; real words: M = 1,423 ms, SD = 329); a main effect for length, F(1, 19) = 49.00, p < .001, η p 2 = .72, OP = 1.00 (fiveletter strings: M = 1,738 ms, SD = 433; three-letter strings: M = 1,499 ms, SD = 357); and an interaction between familiarity and length, F(1, 19) = 30.20, p < .001, η p 2 = .61, OP = 1.00.",results,Results,10,3,5,0956797620958638,"F(1, 19) = 36.28; F(1, 19) = 49.00; F(1, 19) = 30.20",TRUE,η p 2 = .66; η p 2 = .72; η p 2 = .61,TRUE
"For response times, we observed main effects for word familiarity, F(1, 19) = 63.68, p < .001, η p 2 = .77, OP = 1.00, and length, F(1, 19) = 61.10, p < .001, η p 2 = .76, OP = 1.00, in addition to a significant familiarityby-length interaction, F(1, 19) = 47.62, p < .001, η p 2 = .72, OP = 1.00.",results,Results,10,6,2,0956797620958638,"F(1, 19) = 63.68; F(1, 19) = 61.10; F(1, 19) = 47.62",TRUE,η p 2 = .77; η p 2 = .76; η p 2 = .72,TRUE
"For pronunciation accuracy, the main effect for familiarity was significant, F(1, 19) = 18.12, p < .001, η p 2 = .49, OP = .98, but the main effect for length was not, F(1, 19) = 0.30, p = .59, η p 2 = .02, OP = .08.",results,Results,10,7,2,0956797620958638,"F(1, 19) = 18.12; F(1, 19) = 0.30",TRUE,η p 2 = .49; η p 2 = .02,TRUE
"The interaction between familiarity and length was nonsignificant as well, F(1, 19) = 0.30, p = .59, η p 2 = .02, OP = .08 (Table 2).",results,Results,10,7,3,0956797620958638,"F(1, 19) = 0.30",TRUE,η p 2 = .02,TRUE
"We found a significant main effect for word familiarity, F(1, 29) = 7.96, p = .01, η p 2 = .22, OP = .78 (pseudowords: M = 9.41%, SD = 5.70; real words: M = 7.72%, SD = 4.60); a main effect for length, F(1, 29) = 14.98, p = .001, η p 2 = .34, OP = .96 (five-letter strings: M = 9.39%, SD = 5.31; three-letter strings: M = 7.74%, SD = 4.82); and a significant familiarity-by-length interaction, F(1, 29) = 5.06, p = .03, η p 2 = .15, OP = .59.",results,Results,14,2,3,0956797620958638,"F(1, 29) = 7.96; F(1, 29) = 14.98; F(1, 29) = 5.06",TRUE,η p 2 = .22; η p 2 = .34; η p 2 = .15,TRUE
"For peak dilation, too, ANOVAs indicated significant main effects for both word familiarity, F(1, 29) = 9.39, p = .005, η p 2 = .25, OP = .84 (pseudowords: M = 17.49%, SD = 8.87; real words: M = 14.95%, SD = 7.34), and length, F(1, 29) = 15.78, p < .001, η p 2 = .35, OP = .97 (five-letter strings: M = 17.27%, SD = 8.22; threeletter strings: M = 15.17%, SD = 7.72), as well as a significant familiarity-by-length interaction, F(1, 29) = 5.79, p = .02, η p 2 = .17, OP = .64.",results,Results,14,3,2,0956797620958638,"F(1, 29) = 9.39; F(1, 29) = 15.78; F(1, 29) = 5.79",TRUE,η p 2 = .25; η p 2 = .35; η p 2 = .17,TRUE
"In ANOVAs examining latency to peak dilation, the main effect for word familiarity was again significant, F(1, 29) = 12.85, p = .001, η p 2 = .31, OP = .93 (pseudowords: M = 2,376 ms, SD = 772; real words: M = 1,994 ms, SD = 706), as was the main effect for length, F(1, 29) = 5.08, p = .03, η p 2 = .15, OP = .59 (five-letter strings: M = 2,316 ms, SD = 819; threeletter strings: M = 2,054 ms, SD = 675).",results,Results,14,4,2,0956797620958638,"F(1, 29) = 12.85; F(1, 29) = 5.08",TRUE,η p 2 = .31; η p 2 = .15,TRUE
"The interaction between familiarity and length, although in the predicted direction, was not significant, F(1, 29) = 0.81, p = .38, η p 2 = .03, OP = .14 (pseudowords-three letters: M = 2,175 ms, SD = 776, five letters: M = 2,576 ms, SD = 876; real words-three letters: M = 1,933 ms, SD = 939, five letters: M = 2,055 ms, SD = 1,028).",results,Results,14,4,3,0956797620958638,"F(1, 29) = 0.81",TRUE,η p 2 = .03,TRUE
"Analyses of pronunciation onset latencies revealed a main effect for word familiarity, F(1, 29) = 63.57, p < .001, η p 2 = .69, OP = 1.00; a main effect for length, F(1, 29) = 14.69, p < .001, η p 2 = .34, OP = .96; and a significant familiarity-by-length interaction, F(1, 29) = 7.26, p = .01, η p 2 = .20, OP = .74.",results,Behavioral data.,15,1,2,0956797620958638,"F(1, 29) = 63.57; F(1, 29) = 14.69; F(1, 29) = 7.26",TRUE,η p 2 = .69; η p 2 = .34; η p 2 = .20,TRUE
"Accuracy analyses also produced a main effect for familiarity, F(1, 29) = 69.67, p < .001, η p 2 = .71, OP = 1.00; a main effect for length, F(1, 29) = 18.84, p < .001, η p 2 = .39, OP = .99; and a significant familiarity-by-length interaction, F(1, 29) = 63.44, p < .001, η p 2 = .69, OP = 1.00, as well as a length effect for both pseudowords, t(29) = 6.59, p < .001, and real words, t(29) = -2.68, p = .01 (Table 3).",results,Behavioral data.,15,2,2,0956797620958638,"F(1, 29) = 69.67; F(1, 29) = 18.84; F(1, 29) = 63.44",TRUE,η p 2 = .71; η p 2 = .39; η p 2 = .69,TRUE
"First, we found a significant main effect for word familiarity, F(1, 17) = 4.93, p = .04, η p 2 = .23, OP = .55 (pseudowords: M = 6.30%, SD = 3.95; real words: M = 5.31%, SD = 3.56).",results,Results,19,2,3,0956797620958638,"F(1, 17) = 4.93",TRUE,η p 2 = .23,TRUE
"In addition, the overall main effect for length approached significance, F(1, 17) = 3.47, p = .08, η p 2 = .17, OP = .42 (five-letter strings: M = 6.16%, SD = 3.99; three-letter strings: M = 5.46%, SD = 3.44), whereas the familiarity-by-length interaction was significant, F(1, 17) = 5.03, p = .04, η p 2 = .23, OP = .56, with a significant length effect for pseudowords (five-letter strings: M = 7.17%, SD = 4.73; three-letter strings: M = 5.43%, SD = 3.50), t(17) = -2.73, p = .01, but not real words (three letters: M = 5.48%, SD = 3.63; five letters: M = 5.14%, SD = 3.89), t(17) = 0.62, p = .55.",results,Results,19,2,4,0956797620958638,"F(1, 17) = 3.47; F(1, 17) = 5.03",TRUE,η p 2 = .17; η p 2 = .23,TRUE
"For the measure of peak dilation, we also obtained significant main effects for both word familiarity, F(1, 17) = 8.15, p = .01, η p 2 = .32, OP = .77 (pseudowords: M = 18.22%, SD = 6.07; real words: M = 16.22%, SD = 4.54), and length, F(1, 17) = 6.33, p = .02, η p 2 = .27, OP = .66 (five-letter strings: M = 18.00%, SD = 5.85; threeletter strings: M = 16.44%, SD = 4.67), as well as a significant familiarity-by-length interaction, F(1, 17) = 6.65, p = .02, η p 2 = .28, OP = .68.",results,Results,19,3,2,0956797620958638,"F(1, 17) = 8.15; F(1, 17) = 6.33; F(1, 17) = 6.65",TRUE,η p 2 = .32; η p 2 = .27; η p 2 = .28,TRUE
"Results for latency to peak dilation were consistent with the outcomes for mean dilation and peak dilation, showing a significant main effect for word familiarity, F(1, 17) = 31.17, p < .001, η p 2 = .65, OP = 1.00 (pseudowords: M = 2,032 ms, SD = 517; real words: M = 1,618 ms, SD = 319); a significant main effect for length, F(1, 17) = 13.90, p = .002, η p 2 = .45, OP = .94 (five-letter strings: M = 1,928 ms, SD = 438; three-letter strings: M = 1,722 ms, SD = 394); and a significant interaction between familiarity and length, F(1, 17) = 17.15, p = .001, η p 2 = .50, OP = .97.",results,Results,19,4,2,0956797620958638,"F(1, 17) = 31.17; F(1, 17) = 13.90; F(1, 17) = 17.15",TRUE,η p 2 = .65; η p 2 = .45; η p 2 = .50,TRUE
"The ANOVA on response times yielded a main effect for word familiarity, F(1, 17) = 44.18, p < .001, η p 2 = .72, OP = 1.00; a main effect for length, F(1, 17) = 45.96, p < .001, η p 2 = .73, OP = 1.00; and a significant familiarity-by-length interaction, F(1, 17) = 40.64, p < .001, η p 2 = .71, OP = 1.00.",results,Behavioral data.,20,1,2,0956797620958638,"F(1, 17) = 44.18; F(1, 17) = 45.96; F(1, 17) = 40.64",TRUE,η p 2 = .72; η p 2 = .73; η p 2 = .71,TRUE
"For pronunciation accuracy, there was again a main effect for familiarity, F(1, 17) = 13.87, p = .002, η p 2 = .45, OP = .94; a main effect for length, F(1, 17) = 6.24, p = .02, η p 2 = .27, OP = .65; and a significant familiarity-by-length interaction, F(1, 17) = 13.95, p = .002, η p 2 = .45, OP = .94, indicating larger",results,Behavioral data.,20,2,2,0956797620958638,"F(1, 17) = 13.87; F(1, 17) = 6.24; F(1, 17) = 13.95",TRUE,η p 2 = .45; η p 2 = .27; η p 2 = .45,TRUE
