text,section,header,div,p,s,id,match_test,has_t,match_es,has_es
"On this measure, too, the predicted interaction between familiarity and length was significant, F(1, 29) = 12.26, p = .002, η p 2 = .30, OP = .92, confirming higher peaks for five-letter pseudowords (M = 23.28%, SD = 12.41) compared with three-letter pseudowords (M = 17.94%, SD = 10.81), t(29) = -5.10, p < .001, as well as higher peaks for five-letter real words (M = 14.76%, SD = 7.99) compared with three-letter real words (M = 12.98%, SD = 8.05), t(29) = -2.61, p = .01.",results,Results,7,3,3,0956797620958638,t(29) = -5.10; t(29) = -2.61,TRUE,η p 2 = .30,TRUE
"A significant length effect was present for pseudowords, with faster response times for three-letter strings compared with five-letter strings, t(29) = -6.63, p < .001, but no length effect was found for real words, t(29) = -0.93, p = .36.",results,Results,7,5,5,0956797620958638,t(29) = -6.63; t(29) = -0.93,TRUE,,FALSE
"For real words, accuracy was close to ceiling levels of performance for both lengths, t(29) = -2.04, p = .05.",results,Results,7,6,5,0956797620958638,t(29) = -2.04,TRUE,,FALSE
"For pseudowords, accuracy was significantly higher for the shorter items, t(29) = 4.06, p < .001 (Table 1).",results,Results,7,6,6,0956797620958638,t(29) = 4.06,TRUE,,FALSE
"We also confirmed the predicted familiarity-by-length interaction, F(1, 19) = 10.57, p = .004, η p 2 = .36, OP = .87, indicating a length effect for pseudowords (five-letter strings: M = 5.93%, SD = 5.06; three-letter strings: M = 4.62%, SD = 3.90), t(19) = -2.48, p = .02, but not for real words (five-letter strings: M = 4.01%, SD = 3.08; three-letter strings: M = 4.26%, SD = 2.98), t(19) = 1.13, p = .27.",results,Results,10,2,3,0956797620958638,t(19) = -2.48; t(19) = 1.13,TRUE,η p 2 = .36,TRUE
"The interaction between familiarity and length was also significant, F(1, 19) = 13.55, p = .002, η p 2 = .42, OP = .94, because of higher peaks for five-letter pseudowords (M = 17.05%, SD = 8.17) compared with three-letter pseudowords (M = 14.16%, SD = 6.11), t(19) = -3.58, p = .002, but length was not significant in the case of real words (five letters: M = 13.35%, SD = 5.14; three letters: M = 13.31%, SD = 4.73), t(19) = -0.10, p = .92.",results,Results,10,3,3,0956797620958638,t(19) = -3.58; t(19) = -0.10,TRUE,η p 2 = .42,TRUE
"(M = 1,598 ms, SD = 426), t(19) = -7.07, p < .001, with no significant difference between three-letter and five-letter real words (five letters: M = 1,446 ms, SD = 362; three letters: M = 1,400 ms, SD = 309), t(19) = -1.42, p = .17.",results,Results,10,4,1,0956797620958638,t(19) = -7.07; t(19) = -1.42,TRUE,,FALSE
"Length effects were found for both pseudowords, t(19) = -7.80, p < .001, and real words, t(19) = -4.74, p < .001 (Table 2).",results,Results,10,6,3,0956797620958638,t(19) = -7.80; t(19) = -4.74,TRUE,,FALSE
"Follow-up t tests confirmed a significant length effect for pseudowords (five-letter strings: M = 10.83%, SD = 6.95; three-letter strings: M = 8.00%, SD = 4.85), t(29) = -4.18, p < .001, but not for real words (three letters: M = 7.48%, SD = 5.28; five letters: M = 7.96%, SD = 4.65), t(29) = -0.71, p = .48.",results,Results,14,2,4,0956797620958638,t(29) = -4.18; t(29) = -0.71,TRUE,,FALSE
"As before, this interaction resulted from a significant length effect for pseudowords (five-letter strings: M = 19.30%, SD = 10.40; three-letter strings: M = 15.68%, SD = 7.69), t(29) = -4.52, p < .001, but not for real words (three letters: M = 14.67%, SD = 8.29; five letters: M = 15.24%, SD = 7.04), t(29) = -0.67, p = .51.",results,Results,14,3,3,0956797620958638,t(29) = -4.52; t(29) = -0.67,TRUE,,FALSE
"As expected, follow-up tests confirmed a significant length effect for pseudowords, t(29) = -4.54, p < .001, but not for real words, t(29) = -1.17, p = .25 (Table 3).",results,Behavioral data.,15,1,3,0956797620958638,t(29) = -4.54; t(29) = -1.17,TRUE,,FALSE
"Accuracy analyses also produced a main effect for familiarity, F(1, 29) = 69.67, p < .001, η p 2 = .71, OP = 1.00; a main effect for length, F(1, 29) = 18.84, p < .001, η p 2 = .39, OP = .99; and a significant familiarity-by-length interaction, F(1, 29) = 63.44, p < .001, η p 2 = .69, OP = 1.00, as well as a length effect for both pseudowords, t(29) = 6.59, p < .001, and real words, t(29) = -2.68, p = .01 (Table 3).",results,Behavioral data.,15,2,2,0956797620958638,t(29) = 6.59; t(29) = -2.68,TRUE,η p 2 = .71; η p 2 = .39; η p 2 = .69,TRUE
"In addition, the overall main effect for length approached significance, F(1, 17) = 3.47, p = .08, η p 2 = .17, OP = .42 (five-letter strings: M = 6.16%, SD = 3.99; three-letter strings: M = 5.46%, SD = 3.44), whereas the familiarity-by-length interaction was significant, F(1, 17) = 5.03, p = .04, η p 2 = .23, OP = .56, with a significant length effect for pseudowords (five-letter strings: M = 7.17%, SD = 4.73; three-letter strings: M = 5.43%, SD = 3.50), t(17) = -2.73, p = .01, but not real words (three letters: M = 5.48%, SD = 3.63; five letters: M = 5.14%, SD = 3.89), t(17) = 0.62, p = .55.",results,Results,19,2,4,0956797620958638,t(17) = -2.73; t(17) = 0.62,TRUE,η p 2 = .17; η p 2 = .23,TRUE
"A length effect was once again found for pseudowords (five-letter strings: M = 19.88%, SD = 7.87; three-letter strings: M = 16.57%, SD = 4.85), t(17) = -2.91, p = .01, but not for real words (three letters: M = 16.31%, SD = 4.88; five letters: M = 16.12%, SD = 4.55), t(17) = 0.30, p = .77 (see Note 2).",results,Results,19,3,3,0956797620958638,t(17) = -2.91; t(17) = 0.30,TRUE,,FALSE
"A length effect was found for pseudowords (five-letter strings: M = 2,236 ms, SD = 621; three-letter strings: M = 1,828 ms, SD = 459), t(17) = -4.92, p < .001, but not for real words (three letters: M = 1,617 ms, SD = 372; five letters: M = 1,620 ms, SD = 319), t(17) = -0.06, p = .96.",results,Results,19,4,3,0956797620958638,t(17) = -4.92; t(17) = -0.06,TRUE,,FALSE
"Follow-up tests confirmed a significant length effect for pseudowords, t(17) = -7.64, p < .001, and (marginally) for real words, t(17) = -2.10, p = .05 (Table 4).",results,Behavioral data.,20,1,3,0956797620958638,t(17) = -7.64; t(17) = -2.10,TRUE,,FALSE
"-500 500 1,000 1,500 2,000 2,500 3,500 3,000 4,000 4,500 5,000 0 length effects for pseudowords, t(17) = 3.25, p = .005, than for real words, t(17) = -2.20, p = .04 (Table 4).",results,Behavioral data.,20,4,1,0956797620958638,t(17) = 3.25; t(17) = -2.20,TRUE,,FALSE
"Cortisol concentrations were comparable at baseline, t(55) = 1.01, p = .317, d = 0.27, but significantly elevated in the stress group relative to the control group both 30 min after the treatment, t(55) = 3.55, p corr = .003, d = 0.94, and 45 min after the treatment, t(55) = 2.52, p corr = .045, d = 0.67 (Table 1).",results,Successful stress induction,9,1,5,0956797620958650,t(55) = 1.01; t(55) = 3.55; t(55) = 2.52,TRUE,d = 0.27; d = 0.94; d = 0.67,TRUE
"Most importantly, however, the baseline-to-peak increase in salivary cortisol was comparable in informed and uninformed participants of the stress group, t(25) = 0.26, p = .794, d = 0.10.",results,Successful stress induction,9,1,9,0956797620958650,t(25) = 0.26,TRUE,d = 0.10,TRUE
"The displayed activity has a threshold of t = 2.00, corresponding roughly to p < .05.",results,Prior information reduces inferior temporal activity during a stressful event,11,1,11,0956797620958650,t = 2.00,TRUE,,FALSE
"Participants of the stress groups (vs. control groups) felt less positive on Day 2, F(3, 89) = 3.27, p = .025, η p 2 = .10, but there were no differences between the informed and uninformed stress groups, t(46) = -0.11, p = .915, d = 0.03 (see Table S1 in the Supplemental Material).",results,Prior information attenuates memory boost for central features of a stressful event,12,1,2,0956797620958650,t(46) = -0.11,TRUE,η p 2 = .10; d = 0.03,TRUE
"As shown in Figure 4, stressed participants who received only minimal information about the stressor showed significantly better memory performance for central items than participants who received detailed information about the stressful event-central items: t(46) = 2.14, p = .038, d = 0.62; peripheral items: t(46) = -0.68, p = .503, d = 0.19-whereas there were no such differences in participants who underwent the control procedure (both ts < 1, both ps > .34, both ds < 0.29).",results,Prior information attenuates memory boost for central features of a stressful event,12,2,4,0956797620958650,t(46) = 2.14; t(46) = -0.68,TRUE,d = 0.62; d = 0.19,TRUE
"Splitting the memory accuracy into the hit rate and false-alarm rate revealed that the uninformed stress group had a significantly higher hit rate for central elements of the episode than both the uninformed control group, t(44) = 3.12, p corr = .006, d = 0.92, and the informed control group, t(45) = 2.78, p corr = .016, d = 0.81 (Table 2).",results,Prior information attenuates memory boost for central features of a stressful event,12,4,2,0956797620958650,t(44) = 3.12; t(45) = 2.78,TRUE,d = 0.92; d = 0.81,TRUE
"At the same time, the false-alarm rate for central items was higher in the uninformed stress group than in the uninformed control group, t(44) = 2.20, p corr = .066, d = 0.65, and higher than in the informed control group, t(45) = 2.21, p corr = .064, d = 0.64.",results,Prior information attenuates memory boost for central features of a stressful event,12,4,3,0956797620958650,t(44) = 2.20; t(45) = 2.21,TRUE,d = 0.65; d = 0.64,TRUE
"An independent-samples t test revealed that participants in the optimism condition thought that the future of the coronavirus situation was more bright (M = 4.88, 95% CI = [4.65, 5.13], SD = 1.35) than those in the pessimism condition (M = 3.21, 95% CI = [2.96, 3.47], SD = 1.42), t(240) = 9.40, p < .001, Cohen's d = 1.21, 95% CI = [1.",results,Results,13,2,1,0956797620959594,t(240) = 9.40,TRUE,Cohen's d = 1.21,TRUE
"Another independent-samples t test found that participants in the optimism condition were less likely to find unethical behaviors justifiable (M = -3.15, 95% CI = [-3.41, -2.87], SD = 1.55) than participants in the pessimism condition (M = -2.79, 95% CI = [-3.07, -2.49], SD = 1.72), t(240) = 1.67, p = .048 (one-tailed, given the preregistered directional hypothesis), Cohen's d = 0.215, 90% CI = [0.002, 0.427].",results,Results,13,3,2,0956797620959594,t(240) = 1.67,TRUE,Cohen's d = 0.215,TRUE
"Participants who sought information reported significantly greater reductions in mood between the emotion ratings (M = -113.03, SE = 10.45) than those who did not seek information (M = -20.68, SE = 8.29), t(204.74) = -6.93, p < .001, d = -0.81, 95% CI = [-1.11, -0.50] (Welch's t test; for a graphical representation of participants' emotion ratings, see Fig.",results,Results,12,2,1,0956797620963615,t(204.74) = -6.93,TRUE,d = -0.81,TRUE
"Again, seeking information had a significant negative effect on the second emotion rating, b = -0.378, t(212) = -6.28, p < .001, 95% CI = [-0.497, -0.259].",results,Results,12,3,3,0956797620963615,t(212) = -6.28,TRUE,b = -0.378,TRUE
"There was also a negative effect of missed opportunity, b = -0.115, t(212) = -4.74, p < .001, 95% CI = [-0.163, -0.067].",results,Results,12,3,4,0956797620963615,t(212) = -4.74,TRUE,b = -0.115,TRUE
"However, there was a significant interaction between the size of the missed opportunity and information seeking, b = -0.121, t(212) = -5.01, p < .001, 95% CI = [-0.169, -0.074].",results,Results,12,3,5,0956797620963615,t(212) = -5.01,TRUE,b = -0.121,TRUE
"Simple-slopes analyses revealed that there was no effect of the missed opportunity when information was not sought, b = 0.006, t(212) = 0.16, p = .873, 95% CI = [-0.074, 0.087].",results,Results,12,3,6,0956797620963615,t(212) = 0.16,TRUE,b = 0.006,TRUE
"In contrast, after participants sought information, the larger the missed opportunity observed, the worse participants felt, b = -0.236, t(212) = -8.99, p < .001, 95% CI = [-0.288, -0.184].",results,Results,12,3,7,0956797620963615,t(212) = -8.99,TRUE,b = -0.236,TRUE
"Both alertness-training groups showed significant reaction time reductions-Study 1: t( 24 n-back level increase, t(24) = 5.78, p < .001, 95% CI = [1.0, 2.2], d = 1.28 (Table 2).",results,Training effects,12,1,1,0956797620965520,t(24) = 5.78,TRUE,d = 1.28,TRUE
"Post hoc pairwise t tests revealed VPS to be significantly higher after training compared with before training in the alertness-training group, t(24) = 2.84, p = .009, 95% CI = [0.8, 5.2], d = 0.25, but not in the other groups (ps > .547; Fig. 2b).",results,Effects on VPS parameter C,13,1,3,0956797620965520,t(24) = 2.84,TRUE,d = 0.25,TRUE
"The significant increase in VPS following alertness training was replicated in Study 2, t(28) = 2.22, p = .035, 95% CI = [0.4, 9.3], d = 0.30 (Fig. 3b).",results,Effects on VPS parameter C,13,1,5,0956797620965520,t(28) = 2.22,TRUE,d = 0.30,TRUE
"In Study 1, the standardized VPS change in the alertness-training group was significantly larger than in the other groups-alertness versus active-control groups: t(48) = 2.33, p = .024, 95% CI for the mean difference = [.01, .18], d = 0.66; alertness versus passive-control groups: t(48) = 2.10, p = .041, 95% CI for the mean difference = [.003, .15], d = 0.59 (Fig. 2b).",results,Effects on VPS parameter C,13,2,1,0956797620965520,t(48) = 2.33; t(48) = 2.10,TRUE,d = 0.66; d = 0.59,TRUE
"Importantly, it was comparable with that in the alertness-training group in Study 2, t(52) = 0.40, p = .690, 95% CI for the mean difference = [-.06, .09], Cohen's d = 0.11 (Figs. 2b and 3c).",results,Effects on VPS parameter C,13,2,2,0956797620965520,t(52) = 0.40,TRUE,Cohen's d = 0.11,TRUE
"This effect was significant in Study 2, t(28) = -2.10, p = .045, 95% CI for the mean difference = [-3.9, -0.04], d = 0.29 (other parameters in Study 2: p > .352), indicating a modest general test-repetition effect across samples.",results,Control analyses: effects on other attentional parameters,14,1,5,0956797620965520,t(28) = -2.10,TRUE,d = 0.29,TRUE
"Supporting the validity of the role assignment, results showed that leaders displayed more leadership behavior than did followers-coded leadership behavior: t(319) = 2.23, p = .026, d = 0.25 (leaders: M = 9.43, SD = 5.56; followers: M = 8.05, SD = 5.05); coded overall leadership functioning: t(319) = 3.98, p < .001, d = 0.45 (leaders: M = 1.52, SD = 0.87; followers: M = 1.10, SD = 0.90).",results,Preliminary analyses,12,2,1,0956797620965536,t(319) = 2.23; t(319) = 3.98,TRUE,d = 0.25; d = 0.45,TRUE
"Even though groups were not informed whether they had selected the best candidate, leaders were rated as more effective by their followers in groups that chose the best candidate (M = 2.25, SD = 0.47) than in groups that did not (M = 1.96, SD = 0.56), t(104) = 2.42, p = .017, d = 0.47.",results,Preliminary analyses,12,2,4,0956797620965536,t(104) = 2.42,TRUE,d = 0.47,TRUE
"As a whole, participants reported positive emotions (M = 1.97, SD = 0.56) more frequently than negative emotions (M = 1.42, SD = 0.66), t(944) = 15.41, p < .001, d = 0.53, 95% confidence interval (CI) for the mean difference = [0.48, 0.63].",results,Preliminary analyses,11,1,1,0956797620967261,t(944) = 15.41,TRUE,d = 0.53,TRUE
"Participants also rated positive emotions (M = 1.92, SD = 0.58) as more intense than negative emotions (M = 1.77, SD = 0.70), though the difference was small, t(941) = 4.48, p < .001, d = 0.15, 95% CI for the mean difference = [0.09, 0.22]).",results,Preliminary analyses,11,2,1,0956797620967261,t(941) = 4.48,TRUE,d = 0.15,TRUE
